Source IP,Destination IP,Protocol,Source Port,Destination Port,Packet Length
192.168.1.35,208.95.112.1,TCP,55922,80,212
192.168.1.35,208.95.112.1,TCP,55926,80,212
192.168.1.35,208.95.112.1,TCP,55923,80,54
208.95.112.1,192.168.1.35,TCP,80,55927,54
208.95.112.1,192.168.1.35,TCP,80,55926,54
208.95.112.1,192.168.1.35,TCP,80,55926,54
208.95.112.1,192.168.1.35,TCP,80,55927,54
208.95.112.1,192.168.1.35,TCP,80,55926,196
208.95.112.1,192.168.1.35,TCP,80,55927,196
192.168.1.35,208.95.112.1,TCP,55927,80,54
192.168.1.35,208.95.112.1,TCP,55923,80,212
208.95.112.1,192.168.1.35,TCP,80,55923,54
208.95.112.1,192.168.1.35,TCP,80,55922,54
208.95.112.1,192.168.1.35,TCP,80,55922,196
208.95.112.1,192.168.1.35,TCP,80,55923,54
208.95.112.1,192.168.1.35,TCP,80,55923,196
192.168.1.35,208.95.112.1,TCP,55926,80,54
192.168.1.35,208.95.112.1,TCP,55923,80,54
192.168.1.35,208.95.112.1,TCP,55922,80,54
208.95.112.1,192.168.1.35,TCP,80,55922,54
208.95.112.1,192.168.1.35,TCP,80,55923,54
192.168.1.35,208.95.112.1,TCP,55928,80,66
192.168.1.35,208.95.112.1,TCP,55924,80,66
192.168.1.35,208.95.112.1,TCP,55929,80,66
208.95.112.1,192.168.1.35,TCP,80,55926,54
208.95.112.1,192.168.1.35,TCP,80,55927,54
208.95.112.1,192.168.1.35,TCP,80,55926,54
208.95.112.1,192.168.1.35,TCP,80,55927,54
208.95.112.1,192.168.1.35,TCP,80,55929,58
208.95.112.1,192.168.1.35,TCP,80,55928,58
192.168.1.35,208.95.112.1,TCP,55925,80,66
208.95.112.1,192.168.1.35,TCP,80,55923,54
208.95.112.1,192.168.1.35,TCP,80,55922,54
208.95.112.1,192.168.1.35,TCP,80,55924,58
208.95.112.1,192.168.1.35,TCP,80,55925,58
192.168.1.35,208.95.112.1,TCP,55926,80,54
192.168.1.35,208.95.112.1,TCP,55923,80,54
192.168.1.35,208.95.112.1,TCP,55927,80,54
192.168.1.35,208.95.112.1,TCP,55922,80,54
192.168.1.35,208.95.112.1,TCP,55929,80,54
192.168.1.35,208.95.112.1,TCP,55924,80,54
192.168.1.35,208.95.112.1,TCP,55928,80,54
192.168.1.35,208.95.112.1,TCP,55925,80,54
192.168.1.35,208.95.112.1,TCP,55924,80,212
192.168.1.35,208.95.112.1,TCP,55929,80,212
192.168.1.35,208.95.112.1,TCP,55925,80,212
208.95.112.1,192.168.1.35,TCP,80,55925,54
208.95.112.1,192.168.1.35,TCP,80,55924,54
192.168.1.35,208.95.112.1,TCP,55928,80,212
208.95.112.1,192.168.1.35,TCP,80,55928,54
208.95.112.1,192.168.1.35,TCP,80,55924,54
208.95.112.1,192.168.1.35,TCP,80,55929,54
208.95.112.1,192.168.1.35,TCP,80,55925,196
208.95.112.1,192.168.1.35,TCP,80,55928,54
208.95.112.1,192.168.1.35,TCP,80,55929,196
192.168.1.35,208.95.112.1,TCP,55929,80,54
208.95.112.1,192.168.1.35,TCP,80,55928,196
192.168.1.35,208.95.112.1,TCP,55925,80,54
208.95.112.1,192.168.1.35,TCP,80,55924,196
208.95.112.1,192.168.1.35,TCP,80,55929,54
192.168.1.35,208.95.112.1,TCP,55924,80,54
208.95.112.1,192.168.1.35,TCP,80,55925,54
208.95.112.1,192.168.1.35,TCP,80,55924,54
192.168.1.35,208.95.112.1,TCP,55930,80,66
208.95.112.1,192.168.1.35,TCP,80,55928,54
192.168.1.35,208.95.112.1,TCP,55931,80,66
208.95.112.1,192.168.1.35,TCP,80,55929,54
192.168.1.35,208.95.112.1,TCP,55927,80,66
208.95.112.1,192.168.1.35,TCP,80,55930,58
208.95.112.1,192.168.1.35,TCP,80,55928,54
208.95.112.1,192.168.1.35,TCP,80,55925,54
208.95.112.1,192.168.1.35,TCP,80,55924,54
208.95.112.1,192.168.1.35,TCP,80,55926,58
208.95.112.1,192.168.1.35,TCP,80,55927,58
192.168.1.35,208.95.112.1,TCP,55929,80,54
192.168.1.35,208.95.112.1,TCP,55925,80,54
192.168.1.35,208.95.112.1,TCP,55924,80,54
192.168.1.35,208.95.112.1,TCP,55928,80,54
192.168.1.35,208.95.112.1,TCP,55930,80,54
192.168.1.35,208.95.112.1,TCP,55926,80,54
192.168.1.35,208.95.112.1,TCP,55927,80,54
192.168.1.35,208.95.112.1,TCP,55930,80,212
208.95.112.1,192.168.1.35,TCP,80,55931,58
192.168.1.35,208.95.112.1,TCP,55927,80,212
192.168.1.35,208.95.112.1,TCP,55926,80,212
192.168.1.35,208.95.112.1,TCP,55931,80,212
208.95.112.1,192.168.1.35,TCP,80,55927,54
208.95.112.1,192.168.1.35,TCP,80,55930,54
208.95.112.1,192.168.1.35,TCP,80,55926,54
208.95.112.1,192.168.1.35,TCP,80,55931,54
208.95.112.1,192.168.1.35,TCP,80,55926,54
208.95.112.1,192.168.1.35,TCP,80,55927,54
192.168.1.35,192.168.1.34,TCP,61262,8009,164
208.95.112.1,192.168.1.35,TCP,80,55926,196
208.95.112.1,192.168.1.35,TCP,80,55931,196
208.95.112.1,192.168.1.35,TCP,80,55927,196
208.95.112.1,192.168.1.35,TCP,80,55930,196
192.168.1.35,208.95.112.1,TCP,55927,80,54
192.168.1.35,208.95.112.1,TCP,55931,80,54
192.168.1.35,208.95.112.1,TCP,55926,80,54
192.168.1.35,208.95.112.1,TCP,55930,80,54
208.95.112.1,192.168.1.35,TCP,80,55930,54
208.95.112.1,192.168.1.35,TCP,80,55931,54
192.168.1.35,208.95.112.1,TCP,55928,80,66
192.168.1.35,208.95.112.1,TCP,55932,80,66
192.168.1.35,208.95.112.1,TCP,55933,80,66
208.95.112.1,192.168.1.35,TCP,80,55926,54
192.168.1.34,192.168.1.35,TCP,8009,61262,164
208.95.112.1,192.168.1.35,TCP,80,55927,54
208.95.112.1,192.168.1.35,TCP,80,55931,54
208.95.112.1,192.168.1.35,TCP,80,55926,54
208.95.112.1,192.168.1.35,TCP,80,55927,54
208.95.112.1,192.168.1.35,TCP,80,55929,58
208.95.112.1,192.168.1.35,TCP,80,55928,58
192.168.1.35,208.95.112.1,TCP,55931,80,54
192.168.1.35,208.95.112.1,TCP,55926,80,54
208.95.112.1,192.168.1.35,TCP,80,55930,54
192.168.1.35,208.95.112.1,TCP,55930,80,54
208.95.112.1,192.168.1.35,TCP,80,55933,58
192.168.1.35,208.95.112.1,TCP,55929,80,54
192.168.1.35,208.95.112.1,TCP,55933,80,54
192.168.1.35,208.95.112.1,TCP,55928,80,54
192.168.1.35,208.95.112.1,TCP,55933,80,212
208.95.112.1,192.168.1.35,TCP,80,55933,54
192.168.1.35,192.168.1.34,TCP,61262,8009,54
104.18.39.21,192.168.1.35,TCP,443,54425,78
192.168.1.35,104.18.39.21,TCP,54425,443,82
192.168.1.35,208.95.112.1,TCP,55929,80,212
192.168.1.35,208.95.112.1,TCP,55928,80,212
208.95.112.1,192.168.1.35,TCP,80,55928,54
208.95.112.1,192.168.1.35,TCP,80,55929,54
208.95.112.1,192.168.1.35,TCP,80,55928,54
208.95.112.1,192.168.1.35,TCP,80,55929,196
192.168.1.1,239.255.255.250,UDP,7853,1900,304
208.95.112.1,192.168.1.35,TCP,80,55933,196
192.168.1.35,208.95.112.1,TCP,55933,80,54
192.168.1.35,208.95.112.1,TCP,55929,80,54
208.95.112.1,192.168.1.35,TCP,80,55928,196
208.95.112.1,192.168.1.35,TCP,80,55929,54
192.168.1.35,208.95.112.1,TCP,55928,80,54
208.95.112.1,192.168.1.35,TCP,80,55933,54
104.18.39.21,192.168.1.35,TCP,443,54425,54
192.168.1.1,239.255.255.250,UDP,7853,1900,313
208.95.112.1,192.168.1.35,TCP,80,55933,54
208.95.112.1,192.168.1.35,TCP,80,55928,54
192.168.1.35,208.95.112.1,TCP,55931,80,66
208.95.112.1,192.168.1.35,TCP,80,55934,58
208.95.112.1,192.168.1.35,TCP,80,55929,54
208.95.112.1,192.168.1.35,TCP,80,55930,58
208.95.112.1,192.168.1.35,TCP,80,55928,54
192.168.1.35,208.95.112.1,TCP,55929,80,54
192.168.1.35,208.95.112.1,TCP,55934,80,54
192.168.1.35,208.95.112.1,TCP,55928,80,54
192.168.1.35,208.95.112.1,TCP,55934,80,212
208.95.112.1,192.168.1.35,TCP,80,55934,54
192.168.1.35,208.95.112.1,TCP,55930,80,54
192.168.1.1,239.255.255.250,UDP,7853,1900,368
208.95.112.1,192.168.1.35,TCP,80,55934,54
192.168.1.35,208.95.112.1,TCP,55930,80,212
208.95.112.1,192.168.1.35,TCP,80,55931,58
192.168.1.1,239.255.255.250,UDP,7853,1900,378
192.168.1.35,208.95.112.1,TCP,55931,80,54
192.168.1.35,208.95.112.1,TCP,55932,80,66
192.168.1.35,208.95.112.1,TCP,55931,80,212
208.95.112.1,192.168.1.35,TCP,80,55930,54
208.95.112.1,192.168.1.35,TCP,80,55931,54
192.168.1.35,192.168.1.34,TCP,61262,8009,164
208.95.112.1,192.168.1.35,TCP,80,55931,196
208.95.112.1,192.168.1.35,TCP,80,55930,196
192.168.1.1,239.255.255.250,UDP,7853,1900,304
208.95.112.1,192.168.1.35,TCP,80,55932,58
192.168.1.35,208.95.112.1,TCP,55931,80,54
192.168.1.35,208.95.112.1,TCP,55932,80,54
192.168.1.35,208.95.112.1,TCP,55930,80,54
208.95.112.1,192.168.1.35,TCP,80,55930,54
208.95.112.1,192.168.1.35,TCP,80,55931,54
192.168.1.35,208.95.112.1,TCP,55932,80,212
192.168.1.35,208.95.112.1,TCP,55932,80,66
192.168.1.1,239.255.255.250,UDP,7853,1900,313
208.95.112.1,192.168.1.35,TCP,80,55932,54
192.168.1.35,208.95.112.1,TCP,55933,80,66
192.168.1.34,192.168.1.35,TCP,8009,61262,164
208.95.112.1,192.168.1.35,TCP,80,55931,54
192.168.1.1,239.255.255.250,UDP,7853,1900,368
192.168.1.35,208.95.112.1,TCP,55931,80,54
208.95.112.1,192.168.1.35,TCP,80,55930,54
192.168.1.1,239.255.255.250,UDP,7853,1900,378
192.168.1.35,208.95.112.1,TCP,55930,80,54
208.95.112.1,192.168.1.35,TCP,80,55933,58
192.168.1.35,4.224.116.131,TCP,56836,443,112
4.224.116.131,192.168.1.35,TCP,443,56836,101
192.168.1.35,208.95.112.1,TCP,55933,80,54
192.168.1.35,4.224.116.131,TCP,56836,443,54
192.168.1.35,208.95.112.1,TCP,55933,80,212
208.95.112.1,192.168.1.35,TCP,80,55933,54
192.168.1.35,192.168.1.34,TCP,61262,8009,54
104.18.39.21,192.168.1.35,TCP,443,54425,78
192.168.1.35,104.18.39.21,TCP,54425,443,82
192.168.1.35,172.64.155.209,TCP,55010,443,55
172.64.155.209,192.168.1.35,TCP,443,55010,66
208.95.112.1,192.168.1.35,TCP,80,55932,196
208.95.112.1,192.168.1.35,TCP,80,55934,196
192.168.1.35,208.95.112.1,TCP,55934,80,54
192.168.1.1,239.255.255.250,UDP,7853,1900,304
208.95.112.1,192.168.1.35,TCP,80,55933,196
192.168.1.35,208.95.112.1,TCP,55932,80,54
192.168.1.35,208.95.112.1,TCP,55933,80,54
192.168.1.35,208.95.112.1,TCP,55934,80,66
208.95.112.1,192.168.1.35,TCP,80,55933,54
192.168.1.35,208.95.112.1,TCP,55935,80,66
104.18.39.21,192.168.1.35,TCP,443,54425,54
192.168.1.35,208.95.112.1,TCP,55936,80,66
13
208.95.112.1,192.168.1.35,TCP,80,55933,54
208.95.112.1,192.168.1.35,TCP,80,55932,54
208.95.112.1,192.168.1.35,TCP,80,55936,58
208.95.112.1,192.168.1.35,TCP,80,55932,54
208.95.112.1,192.168.1.35,TCP,80,55934,54
192.168.1.35,208.95.112.1,TCP,55933,80,54
192.168.1.35,208.95.112.1,TCP,55932,80,54
208.95.112.1,192.168.1.35,TCP,80,55934,58
192.168.1.35,208.95.112.1,TCP,55936,80,214
192.168.1.35,208.95.112.1,TCP,55934,80,54
192.168.1.35,208.95.112.1,TCP,55934,80,54
208.95.112.1,192.168.1.35,TCP,80,55935,58
192.168.1.35,208.95.112.1,TCP,55934,80,212
208.95.112.1,192.168.1.35,TCP,80,55934,54
192.168.1.35,208.95.112.1,TCP,55935,80,54
192.168.1.1,239.255.255.250,UDP,7853,1900,368
208.95.112.1,192.168.1.35,TCP,80,55934,54
192.168.1.35,208.95.112.1,TCP,55935,80,212
208.95.112.1,192.168.1.35,TCP,80,55936,54
208.95.112.1,192.168.1.35,TCP,80,55935,54
192.168.1.35,52.175.140.176,TCP,55859,443,55
208.95.112.1,192.168.1.35,TCP,80,55935,54
208.95.112.1,192.168.1.35,TCP,80,55936,196
52.175.140.176,192.168.1.35,TCP,443,55859,66
208.95.112.1,192.168.1.35,TCP,80,55935,196
192.168.1.1,239.255.255.250,UDP,7853,1900,378
192.168.1.35,208.95.112.1,TCP,55935,80,54
192.168.1.35,208.95.112.1,TCP,55932,80,66
192.168.1.35,208.95.112.1,TCP,55936,80,54
208.95.112.1,192.168.1.35,TCP,80,55936,54
208.95.112.1,192.168.1.35,TCP,80,55935,54
192.168.1.1,239.255.255.250,UDP,7853,1900,304
208.95.112.1,192.168.1.35,TCP,80,55932,58
192.168.1.35,208.95.112.1,TCP,55937,80,66
192.168.1.35,208.95.112.1,TCP,55932,80,54
192.168.1.35,208.95.112.1,TCP,55938,80,66
208.95.112.1,192.168.1.35,TCP,80,55936,54
208.95.112.1,192.168.1.35,TCP,80,55937,58
208.95.112.1,192.168.1.35,TCP,80,55935,54
208.95.112.1,192.168.1.35,TCP,80,55938,58
192.168.1.35,208.95.112.1,TCP,55932,80,212
192.168.1.35,208.95.112.1,TCP,55936,80,54
192.168.1.1,239.255.255.250,UDP,7853,1900,313
208.95.112.1,192.168.1.35,TCP,80,55932,54
192.168.1.35,208.95.112.1,TCP,55935,80,54
192.168.1.1,239.255.255.250,UDP,7853,1900,368
192.168.1.35,208.95.112.1,TCP,55938,80,54
192.168.1.1,239.255.255.250,UDP,7853,1900,378
192.168.1.35,208.95.112.1,TCP,55937,80,212
192.168.1.35,4.224.116.131,TCP,56836,443,112
4.224.116.131,192.168.1.35,TCP,443,56836,101
192.168.1.35,208.95.112.1,TCP,55938,80,212
208.95.112.1,192.168.1.35,TCP,80,55937,54
208.95.112.1,192.168.1.35,TCP,80,55938,54
192.168.1.35,192.168.1.34,TCP,61262,8009,164
208.95.112.1,192.168.1.35,TCP,80,55937,196
208.95.112.1,192.168.1.35,TCP,80,55938,196
192.168.1.35,4.224.116.131,TCP,56836,443,54
192.168.1.35,208.95.112.1,TCP,55938,80,54
192.168.1.35,172.64.155.209,TCP,55010,443,55
172.64.155.209,192.168.1.35,TCP,443,55010,66
208.95.112.1,192.168.1.35,TCP,80,55932,196
208.95.112.1,192.168.1.35,TCP,80,55934,196
192.168.1.35,208.95.112.1,TCP,55934,80,54
192.168.1.35,208.95.112.1,TCP,55937,80,54
192.168.1.35,208.95.112.1,TCP,55932,80,54
192.168.1.35,208.95.112.1,TCP,55939,80,66
192.168.1.35,208.95.112.1,TCP,55935,80,66
192.168.1.35,208.95.112.1,TCP,55940,80,66
208.95.112.1,192.168.1.35,TCP,80,55937,54
192.168.1.34,192.168.1.35,TCP,8009,61262,164
208.95.112.1,192.168.1.35,TCP,80,55938,54
192.168.1.35,192.168.1.34,TCP,61262,8009,54
208.95.112.1,192.168.1.35,TCP,80,55937,54
208.95.112.1,192.168.1.35,TCP,80,55939,58
208.95.112.1,192.168.1.35,TCP,80,55938,54
192.168.1.35,208.95.112.1,TCP,55936,80,66
208.95.112.1,192.168.1.35,TCP,80,55934,54
208.95.112.1,192.168.1.35,TCP,80,55932,54
208.95.112.1,192.168.1.35,TCP,80,55936,58
208.95.112.1,192.168.1.35,TCP,80,55932,54
208.95.112.1,192.168.1.35,TCP,80,55934,54
192.168.1.35,208.95.112.1,TCP,55937,80,54
192.168.1.35,208.95.112.1,TCP,55932,80,54
192.168.1.35,208.95.112.1,TCP,55938,80,54
192.168.1.35,208.95.112.1,TCP,55939,80,54

192.168.1.35,208.95.112.1,TCP,55939,80,212
208.95.112.1,192.168.1.35,TCP,80,55940,58
192.168.1.35,208.95.112.1,TCP,55934,80,54
208.95.112.1,192.168.1.35,TCP,80,55935,58
192.168.1.35,208.95.112.1,TCP,55940,80,54
192.168.1.35,208.95.112.1,TCP,55935,80,54
192.168.1.35,208.95.112.1,TCP,55940,80,212
192.168.1.35,208.95.112.1,TCP,55935,80,212
208.95.112.1,192.168.1.35,TCP,80,55939,54
208.95.112.1,192.168.1.35,TCP,80,55936,54
208.95.112.1,192.168.1.35,TCP,80,55940,54
208.95.112.1,192.168.1.35,TCP,80,55935,54
208.95.112.1,192.168.1.35,TCP,80,55939,54
208.95.112.1,192.168.1.35,TCP,80,55939,196
192.168.1.35,208.95.112.1,TCP,55939,80,54
5
208.95.112.1,192.168.1.35,TCP,80,55935,54
208.95.112.1,192.168.1.35,TCP,80,55940,196
208.95.112.1,192.168.1.35,TCP,80,55936,196
52.175.140.176,192.168.1.35,TCP,443,55859,66
208.95.112.1,192.168.1.35,TCP,80,55935,196
192.168.1.35,208.95.112.1,TCP,55940,80,54
208.95.112.1,192.168.1.35,TCP,80,55939,54
192.168.1.35,208.95.112.1,TCP,55941,80,66
192.168.1.35,208.95.112.1,TCP,55936,80,54
208.95.112.1,192.168.1.35,TCP,80,55940,54
208.95.112.1,192.168.1.35,TCP,80,55936,54
208.95.112.1,192.168.1.35,TCP,80,55935,54
192.168.1.35,208.95.112.1,TCP,55942,80,66
192.168.1.35,208.95.112.1,TCP,55937,80,66
192.168.1.35,208.95.112.1,TCP,55938,80,66

208.95.112.1,192.168.1.35,TCP,80,55936,54
208.95.112.1,192.168.1.35,TCP,80,55937,58
208.95.112.1,192.168.1.35,TCP,80,55935,54
208.95.112.1,192.168.1.35,TCP,80,55938,58
192.168.1.35,110.235.231.72,UDP,50574,53,87
192.168.1.35,208.95.112.1,TCP,55936,80,54
110.235.231.72,192.168.1.35,UDP,53,50574,135
110.235.231.72,192.168.1.35,UDP,53,56487,160
192.168.1.35,110.235.231.72,UDP,59792,53,72
192.168.1.35,208.95.112.1,TCP,55935,80,54
192.168.1.35,142.251.43.10,UDP,56401,443,1292
192.168.1.35,208.95.112.1,TCP,55938,80,54
192.168.1.35,142.251.43.10,UDP,56401,443,1292
192.168.1.35,208.95.112.1,TCP,55937,80,212
192.168.1.35,142.251.43.10,UDP,56401,443,119
192.168.1.35,208.95.112.1,TCP,55938,80,212
208.95.112.1,192.168.1.35,TCP,80,55937,54
208.95.112.1,192.168.1.35,TCP,80,55938,54
192.168.1.35,192.168.1.34,TCP,61262,8009,164
208.95.112.1,192.168.1.35,TCP,80,55937,196
208.95.112.1,192.168.1.35,TCP,80,55938,196
192.168.1.35,142.251.43.10,UDP,56401,443,956
110.235.231.72,192.168.1.35,UDP,53,59792,148
142.251.43.10,192.168.1.35,UDP,443,56401,82
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,330
142.251.43.10,192.168.1.35,UDP,443,56401,1004
192.168.1.35,208.95.112.1,TCP,55938,80,54
192.168.1.35,142.251.43.10,UDP,56401,443,1292
192.168.1.35,208.95.112.1,TCP,55937,80,54
192.168.1.35,142.251.43.10,UDP,56401,443,73
142.251.43.10,192.168.1.35,UDP,443,56401,71
142.251.43.10,192.168.1.35,UDP,443,56401,66
142.251.43.10,192.168.1.35,UDP,443,56401,1288
142.251.43.10,192.168.1.35,UDP,443,56401,1292
192.168.1.35,208.95.112.1,TCP,55939,80,66
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
192.168.1.35,142.251.43.10,UDP,56401,443,77
192.168.1.35,208.95.112.1,TCP,55940,80,66
208.95.112.1,192.168.1.35,TCP,80,55937,54
192.168.1.34,192.168.1.35,TCP,8009,61262,164
208.95.112.1,192.168.1.35,TCP,80,55938,54
192.168.1.35,192.168.1.34,TCP,61262,8009,54
208.95.112.1,192.168.1.35,TCP,80,55937,54
208.95.112.1,192.168.1.35,TCP,80,55939,58
208.95.112.1,192.168.1.35,TCP,80,55938,54
192.168.1.35,208.95.112.1,TCP,55937,80,54
192.168.1.35,142.251.43.10,UDP,56401,443,73
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
192.168.1.35,208.95.112.1,TCP,55938,80,54
192.168.1.35,142.251.43.10,UDP,56401,443,73
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
192.168.1.35,208.95.112.1,TCP,55939,80,54
192.168.1.35,208.95.112.1,TCP,55939,80,212
208.95.112.1,192.168.1.35,TCP,80,55940,58
192.168.1.35,208.95.112.1,TCP,55940,80,54
192.168.1.35,208.95.112.1,TCP,55940,80,212
208.95.112.1,192.168.1.35,TCP,80,55939,54
208.95.112.1,192.168.1.35,TCP,80,55940,54
208.95.112.1,192.168.1.35,TCP,80,55939,54
208.95.112.1,192.168.1.35,TCP,80,55939,196
192.168.1.35,142.251.43.10,UDP,56401,443,73
192.168.1.35,208.95.112.1,TCP,55939,80,54
208.95.112.1,192.168.1.35,TCP,80,55940,196
192.168.1.35,142.251.43.10,UDP,56401,443,73
208.95.112.1,192.168.1.35,TCP,80,55939,54
192.168.1.35,208.95.112.1,TCP,55941,80,66
208.95.112.1,192.168.1.35,TCP,80,55940,54
192.168.1.35,142.251.43.10,UDP,56401,443,73
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
192.168.1.35,142.251.43.10,UDP,56401,443,73
192.168.1.35,110.235.231.72,UDP,56487,53,87
192.168.1.35,142.251.43.10,UDP,56401,443,73
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
192.168.1.35,142.251.43.10,UDP,56401,443,73
110.235.231.72,192.168.1.35,UDP,53,50574,135
110.235.231.72,192.168.1.35,UDP,53,56487,160
192.168.1.35,142.251.43.10,UDP,56401,443,75
192.168.1.35,110.235.231.72,UDP,59792,53,72
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
192.168.1.35,142.251.43.10,UDP,56401,443,1292
192.168.1.35,142.251.43.10,UDP,56401,443,1292
192.168.1.35,142.251.43.10,UDP,56401,443,76
192.168.1.35,142.251.43.10,UDP,56401,443,119
192.168.1.35,142.251.43.10,UDP,56401,443,75
192.168.1.35,142.251.43.10,UDP,56401,443,956
110.235.231.72,192.168.1.35,UDP,53,59792,148
142.251.43.10,192.168.1.35,UDP,443,56401,82
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,330
142.251.43.10,192.168.1.35,UDP,443,56401,1004
192.168.1.35,142.251.43.10,UDP,56401,443,75
192.168.1.35,142.251.43.10,UDP,56401,443,75
192.168.1.35,142.251.43.10,UDP,56401,443,1292
192.168.1.35,142.251.43.10,UDP,56401,443,73
142.251.43.10,192.168.1.35,UDP,443,56401,71
142.251.43.10,192.168.1.35,UDP,443,56401,66
192.168.1.35,142.251.43.10,UDP,56401,443,73
142.251.43.10,192.168.1.35,UDP,443,56401,1288
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
192.168.1.35,142.251.43.10,UDP,56401,443,73
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
192.168.1.35,142.251.43.10,UDP,56401,443,77
192.168.1.35,142.251.43.10,UDP,56401,443,73
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,948
192.168.1.35,142.251.43.10,UDP,56401,443,73
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
192.168.1.35,142.251.43.10,UDP,56401,443,73
192.168.1.35,142.251.43.10,UDP,56401,443,73
142.251.43.10,192.168.1.35,UDP,443,56401,163
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,65
142.251.43.10,192.168.1.35,UDP,443,56401,1292
192.168.1.35,142.251.43.10,UDP,56401,443,74
208.95.112.1,192.168.1.35,TCP,80,55939,54
208.95.112.1,192.168.1.35,TCP,80,55940,54
192.168.1.35,142.251.43.10,UDP,56401,443,73
192.168.1.35,208.95.112.1,TCP,55939,80,54
192.168.1.35,142.251.43.10,UDP,56401,443,73
192.168.1.35,208.95.112.1,TCP,55940,80,54
142.251.43.10,192.168.1.35,UDP,443,56401,1292
208.95.112.1,192.168.1.35,TCP,80,55942,58
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
192.168.1.35,208.95.112.1,TCP,55942,80,54
192.168.1.35,142.251.43.10,UDP,56401,443,73
192.168.1.35,208.95.112.1,TCP,55942,80,212

208.95.112.1,192.168.1.35,TCP,80,55942,54
142.251.43.10,192.168.1.35,UDP,443,56401,1292
208.95.112.1,192.168.1.35,TCP,80,55942,54
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
208.95.112.1,192.168.1.35,TCP,80,55942,196
192.168.1.35,142.251.43.10,UDP,56401,443,73
208.95.112.1,192.168.1.35,TCP,80,55942,54
192.168.1.35,142.251.43.10,UDP,56401,443,75
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
192.168.1.35,208.95.112.1,TCP,55943,80,66
142.251.43.10,192.168.1.35,UDP,443,56401,1292
208.95.112.1,192.168.1.35,TCP,80,55942,54
142.251.43.10,192.168.1.35,UDP,443,56401,1292
208.95.112.1,192.168.1.35,TCP,80,55943,58
142.251.43.10,192.168.1.35,UDP,443,56401,1292
142.251.43.10,192.168.1.35,UDP,443,56401,1292
192.168.1.35,142.251.43.10,UDP,56401,443,76
192.168.1.35,208.95.112.1,TCP,55942,80,54
192.168.1.35,208.95.112.1,TCP,55943,80,54
192.168.1.35,142.251.43.10,UDP,56401,443,76
192.168.1.35,208.95.112.1,TCP,55943,80,212
208.95.112.1,192.168.1.35,TCP,80,55943,54
192.168.1.35,142.251.43.10,UDP,56401,443,75
192.168.1.35,208.95.112.1,TCP,55941,80,66
208.95.112.1,192.168.1.35,TCP,80,55943,196
192.168.1.35,142.251.43.10,UDP,56401,443,75
